20030301,179.9
20030401,181.2
20030501,181.5
20030601,181.3
20030701,181.3
20030801,181.6
20030901,182.5
20031001,182.6
20031101,182.7
20031201,183.5
20040101,183.1
20040201,183.8
20040301,184.6
20040401,185.7
20040501,186.5
20040601,186.8
20040701,186.8
20040801,187.4
20040901,188.1
20041001,188.6
20041101,189.0
20041201,189.9
20050101,188.9
20050201,189.6
20050301,190.5
20050401,191.6
20050501,192.0
20050601,192.2
20050701,192.2
20050801,192.6
20050901,193.1
20051001,193.3
20051101,193.6
20051201,194.1
20060101,193.4
20060201,194.2
20060301,195.0
20060401,196.5
20060501,197.7
20060601,198.5
20060701,198.5
20060801,199.2
20060901,200.1
20061001,200.4
20061101,201.1
20061201,202.7
20070101,201.6
20070201,203.1
20070301,204.4
20070401,205.4
20070501,206.2
20070601,207.3
20070701,206.1
20070801,207.3
20070901,208.0
20071001,208.9
20071101,209.7
20071201,210.9
20080101,209.8
20080201,211.4
20080301,212.1
20080401,214.0
20080501,215.1
20080601,216.8
20080701,216.5
20080801,217.2
20080901,218.4
20081001,217.7
20081101,216.0
20081201,212.9
20090101,210.1
20090201,211.4
20090301,211.3
20090401,211.5
20090501,212.8
20090601,213.4
20090701,213.4
20090801,214.4
20090901,215.3
20091001,216.0
20091101,216.6
20091201,218.0
20100101,217.9
20100201,219.2
20100301,220.7
20100401,222.8
20100501,223.6
20100601,224.1
20100701,223.6
20100801,224.5
20100901,225.3
20101001,225.8
20101101,226.8
20101201,228.4
20110101,229.0
20110201,231.3
20110301,232.5
20110401,234.4
20110501,235.2
20110601,235.2
20110701,234.7
20110801,236.1
20110901,237.9
20111001,238.0
20111101,238.5
20111201,239.4
20120101,238.0
20120201,239.9
20120301,240.8
20120401,242.5
20120501,242.4
20120601,241.8
20120701,242.1
20120801,243.0
20120901,244.2
20121001,245.6
20121101,245.6
20121201,246.8
20130101,245.8
20130201,247.6
20130301,248.7
20130401,249.5
20130501,250.0
20130601,249.7
20130701,249.7
20130801,251.0
20130901,251.9
20131001,251.9
20131101,252.1
20131201,253.4
20140101,252.6
20140201,254.2
20140301,254.8
20140401,255.7
20140501,255.9
20140601,256.3
20140701,256.0
20140801,257.0
20140901,257.6
20141001,257.7
20141101,257.1
20141201,257.5
20150101,255.4
20150201,256.7
20150301,257.1
20150401,258.0
20150501,258.5
20150601,258.9
20150701,258.6
20150801,259.8
20150901,259.6
20151001,259.5
20151101,259.8
20151201,260.6
20160101,258.8
20160201,260.0
20160301,261.1
20160401,261.4
20160501,262.1
20160601,263.1
20160701,263.4
20160801,264.4
20160901,264.9
20161001,264.8
20161101,265.5
20161201,267.1
